Date,Vendor,Spend Category,Spend Amount
5/4/2075,123ABC,XXX,52253
5/5/2075,123ABC,XXX,52254
5/6/2075,123ABC,XXX,52255
5/7/2075,123ABC,XXX,52256
5/8/2075,123ABC,XXX,52257
5/9/2075,123ABC,XXX,52258
5/10/2075,123ABC,XXX,52259
5/11/2075,123ABC,XXX,52260
5/12/2075,123ABC,XXX,52261
5/13/2075,123ABC,XXX,52262
5/14/2075,123ABC,XXX,52263
5/15/2075,123ABC,XXX,52264
5/16/2075,123ABC,XXX,52265
5/17/2075,123ABC,XXX,52266
5/18/2075,123ABC,XXX,52267
5/19/2075,123ABC,XXX,52268
5/20/2075,123ABC,XXX,52269
5/21/2075,123ABC,XXX,52270
5/22/2075,123ABC,XXX,52271
5/23/2075,123ABC,XXX,52272
5/24/2075,123ABC,XXX,52273
5/25/2075,123ABC,XXX,52274
5/26/2075,123ABC,XXX,52275
5/27/2075,123ABC,XXX,52276
5/28/2075,123ABC,XXX,52277
5/29/2075,123ABC,XXX,52278
5/30/2075,123ABC,XXX,52279
5/31/2075,123ABC,XXX,52280
6/1/2075,123ABC,XXX,52281
6/2/2075,123ABC,XXX,52282
6/3/2075,123ABC,XXX,52283
6/4/2075,123ABC,XXX,52284
6/5/2075,123ABC,XXX,52285
6/6/2075,123ABC,XXX,52286
6/7/2075,123ABC,XXX,52287
6/8/2075,123ABC,XXX,52288
6/9/2075,123ABC,XXX,52289
6/10/2075,123ABC,XXX,52290
6/11/2075,123ABC,XXX,52291
6/12/2075,123ABC,XXX,52292
6/13/2075,123ABC,XXX,52293
6/14/2075,123ABC,XXX,52294
6/15/2075,123ABC,XXX,52295
6/16/2075,123ABC,XXX,52296
6/17/2075,123ABC,XXX,52297
6/18/2075,123ABC,XXX,52298
6/19/2075,123ABC,XXX,52299
6/20/2075,123ABC,XXX,52300
6/21/2075,123ABC,XXX,52301
6/22/2075,123ABC,XXX,52302
6/23/2075,123ABC,XXX,52303
6/24/2075,123ABC,XXX,52304
6/25/2075,123ABC,XXX,52305
6/26/2075,123ABC,XXX,52306
6/27/2075,123ABC,XXX,52307
6/28/2075,123ABC,XXX,52308
6/29/2075,123ABC,XXX,52309
6/30/2075,123ABC,XXX,52310
7/1/2075,123ABC,XXX,52311
7/2/2075,123ABC,XXX,52312
7/3/2075,123ABC,XXX,52313
7/4/2075,123ABC,XXX,52314
7/5/2075,123ABC,XXX,52315
7/6/2075,123ABC,XXX,52316
7/7/2075,123ABC,XXX,52317
7/8/2075,123ABC,XXX,52318
7/9/2075,123ABC,XXX,52319
7/10/2075,123ABC,XXX,52320
7/11/2075,123ABC,XXX,52321
7/12/2075,123ABC,XXX,52322
7/13/2075,123ABC,XXX,52323
7/14/2075,123ABC,XXX,52324
7/15/2075,123ABC,XXX,52325
7/16/2075,123ABC,XXX,52326
7/17/2075,123ABC,XXX,52327
7/18/2075,123ABC,XXX,52328
7/19/2075,123ABC,XXX,52329
7/20/2075,123ABC,XXX,52330
7/21/2075,123ABC,XXX,52331
7/22/2075,123ABC,XXX,52332
7/23/2075,123ABC,XXX,52333
7/24/2075,123ABC,XXX,52334
7/25/2075,123ABC,XXX,52335
7/26/2075,123ABC,XXX,52336
7/27/2075,123ABC,XXX,52337
7/28/2075,123ABC,XXX,52338
7/29/2075,123ABC,XXX,52339
7/30/2075,123ABC,XXX,52340
7/31/2075,123ABC,XXX,52341
8/1/2075,123ABC,XXX,52342
8/2/2075,123ABC,XXX,52343
8/3/2075,123ABC,XXX,52344
8/4/2075,123ABC,XXX,52345
8/5/2075,123ABC,XXX,52346
8/6/2075,123ABC,XXX,52347
8/7/2075,123ABC,XXX,52348
8/8/2075,123ABC,XXX,52349
8/9/2075,123ABC,XXX,52350
8/10/2075,123ABC,XXX,52351
8/11/2075,123ABC,XXX,52352
8/12/2075,123ABC,XXX,52353
8/13/2075,123ABC,XXX,52354
8/14/2075,123ABC,XXX,52355
8/15/2075,123ABC,XXX,52356
8/16/2075,123ABC,XXX,52357
8/17/2075,123ABC,XXX,52358
8/18/2075,123ABC,XXX,52359
8/19/2075,123ABC,XXX,52360
8/20/2075,123ABC,XXX,52361
8/21/2075,123ABC,XXX,52362
8/22/2075,123ABC,XXX,52363
8/23/2075,123ABC,XXX,52364
8/24/2075,123ABC,XXX,52365
8/25/2075,123ABC,XXX,52366
8/26/2075,123ABC,XXX,52367
8/27/2075,123ABC,XXX,52368
8/28/2075,123ABC,XXX,52369
8/29/2075,123ABC,XXX,52370
8/30/2075,123ABC,XXX,52371
8/31/2075,123ABC,XXX,52372
9/1/2075,123ABC,XXX,52373
9/2/2075,123ABC,XXX,52374
9/3/2075,123ABC,XXX,52375
9/4/2075,123ABC,XXX,52376
9/5/2075,123ABC,XXX,52377
9/6/2075,123ABC,XXX,52378
9/7/2075,123ABC,XXX,52379
9/8/2075,123ABC,XXX,52380
9/9/2075,123ABC,XXX,52381
9/10/2075,123ABC,XXX,52382
9/11/2075,123ABC,XXX,52383
9/12/2075,123ABC,XXX,52384
9/13/2075,123ABC,XXX,52385
9/14/2075,123ABC,XXX,52386
9/15/2075,123ABC,XXX,52387
9/16/2075,123ABC,XXX,52388
9/17/2075,123ABC,XXX,52389
9/18/2075,123ABC,XXX,52390
9/19/2075,123ABC,XXX,52391
9/20/2075,123ABC,XXX,52392
9/21/2075,123ABC,XXX,52393
9/22/2075,123ABC,XXX,52394
9/23/2075,123ABC,XXX,52395
9/24/2075,123ABC,XXX,52396
9/25/2075,123ABC,XXX,52397
9/26/2075,123ABC,XXX,52398
9/27/2075,123ABC,XXX,52399
9/28/2075,123ABC,XXX,52400
9/29/2075,123ABC,XXX,52401
9/30/2075,123ABC,XXX,52402
10/1/2075,123ABC,XXX,52403
10/2/2075,123ABC,XXX,52404
10/3/2075,123ABC,XXX,52405
10/4/2075,123ABC,XXX,52406
10/5/2075,123ABC,XXX,52407
10/6/2075,123ABC,XXX,52408
10/7/2075,123ABC,XXX,52409
10/8/2075,123ABC,XXX,52410
10/9/2075,123ABC,XXX,52411
10/10/2075,123ABC,XXX,52412
10/11/2075,123ABC,XXX,52413
10/12/2075,123ABC,XXX,52414
10/13/2075,123ABC,XXX,52415
10/14/2075,123ABC,XXX,52416
10/15/2075,123ABC,XXX,52417
10/16/2075,123ABC,XXX,52418
10/17/2075,123ABC,XXX,52419
10/18/2075,123ABC,XXX,52420
10/19/2075,123ABC,XXX,52421
10/20/2075,123ABC,XXX,52422
10/21/2075,123ABC,XXX,52423
10/22/2075,123ABC,XXX,52424
10/23/2075,123ABC,XXX,52425
10/24/2075,123ABC,XXX,52426
10/25/2075,123ABC,XXX,52427
10/26/2075,123ABC,XXX,52428
10/27/2075,123ABC,XXX,52429
10/28/2075,123ABC,XXX,52430
10/29/2075,123ABC,XXX,52431
10/30/2075,123ABC,XXX,52432
10/31/2075,123ABC,XXX,52433
11/1/2075,123ABC,XXX,52434
11/2/2075,123ABC,XXX,52435
11/3/2075,123ABC,XXX,52436
11/4/2075,123ABC,XXX,52437
11/5/2075,123ABC,XXX,52438
11/6/2075,123ABC,XXX,52439
11/7/2075,123ABC,XXX,52440
11/8/2075,123ABC,XXX,52441
11/9/2075,123ABC,XXX,52442
11/10/2075,123ABC,XXX,52443
11/11/2075,123ABC,XXX,52444
11/12/2075,123ABC,XXX,52445
11/13/2075,123ABC,XXX,52446
11/14/2075,123ABC,XXX,52447
11/15/2075,123ABC,XXX,52448
11/16/2075,123ABC,XXX,52449
11/17/2075,123ABC,XXX,52450
11/18/2075,123ABC,XXX,52451
11/19/2075,123ABC,XXX,52452
11/20/2075,123ABC,XXX,52453
11/21/2075,123ABC,XXX,52454
11/22/2075,123ABC,XXX,52455
11/23/2075,123ABC,XXX,52456
11/24/2075,123ABC,XXX,52457
11/25/2075,123ABC,XXX,52458
11/26/2075,123ABC,XXX,52459
11/27/2075,123ABC,XXX,52460
11/28/2075,123ABC,XXX,52461
11/29/2075,123ABC,XXX,52462
11/30/2075,123ABC,XXX,52463
12/1/2075,123ABC,XXX,52464
12/2/2075,123ABC,XXX,52465
12/3/2075,123ABC,XXX,52466
12/4/2075,123ABC,XXX,52467
12/5/2075,123ABC,XXX,52468
12/6/2075,123ABC,XXX,52469
12/7/2075,123ABC,XXX,52470
12/8/2075,123ABC,XXX,52471
12/9/2075,123ABC,XXX,52472
12/10/2075,123ABC,XXX,52473
12/11/2075,123ABC,XXX,52474
12/12/2075,123ABC,XXX,52475
12/13/2075,123ABC,XXX,52476
12/14/2075,123ABC,XXX,52477
12/15/2075,123ABC,XXX,52478
12/16/2075,123ABC,XXX,52479
12/17/2075,123ABC,XXX,52480
12/18/2075,123ABC,XXX,52481
12/19/2075,123ABC,XXX,52482
12/20/2075,123ABC,XXX,52483
12/21/2075,123ABC,XXX,52484
12/22/2075,123ABC,XXX,52485
12/23/2075,123ABC,XXX,52486
12/24/2075,123ABC,XXX,52487
12/25/2075,123ABC,XXX,52488
12/26/2075,123ABC,XXX,52489
12/27/2075,123ABC,XXX,52490
12/28/2075,123ABC,XXX,52491
12/29/2075,123ABC,XXX,52492
12/30/2075,123ABC,XXX,52493
12/31/2075,123ABC,XXX,52494
1/1/2076,123ABC,XXX,52495
1/2/2076,123ABC,XXX,52496
1/3/2076,123ABC,XXX,52497
1/4/2076,123ABC,XXX,52498
1/5/2076,123ABC,XXX,52499
1/6/2076,123ABC,XXX,52500
1/7/2076,123ABC,XXX,52501
1/8/2076,123ABC,XXX,52502
1/9/2076,123ABC,XXX,52503
1/10/2076,123ABC,XXX,52504
1/11/2076,123ABC,XXX,52505
1/12/2076,123ABC,XXX,52506
1/13/2076,123ABC,XXX,52507
1/14/2076,123ABC,XXX,52508
1/15/2076,123ABC,XXX,52509
1/16/2076,123ABC,XXX,52510
1/17/2076,123ABC,XXX,52511
1/18/2076,123ABC,XXX,52512
1/19/2076,123ABC,XXX,52513
1/20/2076,123ABC,XXX,52514
1/21/2076,123ABC,XXX,52515
1/22/2076,123ABC,XXX,52516
1/23/2076,123ABC,XXX,52517
1/24/2076,123ABC,XXX,52518
1/25/2076,123ABC,XXX,52519
1/26/2076,123ABC,XXX,52520
1/27/2076,123ABC,XXX,52521
1/28/2076,123ABC,XXX,52522
1/29/2076,123ABC,XXX,52523
1/30/2076,123ABC,XXX,52524
1/31/2076,123ABC,XXX,52525
2/1/2076,123ABC,XXX,52526
2/2/2076,123ABC,XXX,52527
2/3/2076,123ABC,XXX,52528
2/4/2076,123ABC,XXX,52529
2/5/2076,123ABC,XXX,52530
2/6/2076,123ABC,XXX,52531
2/7/2076,123ABC,XXX,52532
2/8/2076,123ABC,XXX,52533
2/9/2076,123ABC,XXX,52534
2/10/2076,123ABC,XXX,52535
2/11/2076,123ABC,XXX,52536
2/12/2076,123ABC,XXX,52537
2/13/2076,123ABC,XXX,52538
2/14/2076,123ABC,XXX,52539
2/15/2076,123ABC,XXX,52540
2/16/2076,123ABC,XXX,52541
2/17/2076,123ABC,XXX,52542
2/18/2076,123ABC,XXX,52543
2/19/2076,123ABC,XXX,52544
2/20/2076,123ABC,XXX,52545
2/21/2076,123ABC,XXX,52546
2/22/2076,123ABC,XXX,52547
2/23/2076,123ABC,XXX,52548
2/24/2076,123ABC,XXX,52549
2/25/2076,123ABC,XXX,52550
2/26/2076,123ABC,XXX,52551
2/27/2076,123ABC,XXX,52552
2/28/2076,123ABC,XXX,52553
2/29/2076,123ABC,XXX,52554
3/1/2076,123ABC,XXX,52555
3/2/2076,123ABC,XXX,52556
3/3/2076,123ABC,XXX,52557
3/4/2076,123ABC,XXX,52558
3/5/2076,123ABC,XXX,52559
3/6/2076,123ABC,XXX,52560
3/7/2076,123ABC,XXX,52561
3/8/2076,123ABC,XXX,52562
3/9/2076,123ABC,XXX,52563
3/10/2076,123ABC,XXX,52564
3/11/2076,123ABC,XXX,52565
3/12/2076,123ABC,XXX,52566
3/13/2076,123ABC,XXX,52567
3/14/2076,123ABC,XXX,52568
3/15/2076,123ABC,XXX,52569
3/16/2076,123ABC,XXX,52570
3/17/2076,123ABC,XXX,52571
3/18/2076,123ABC,XXX,52572
3/19/2076,123ABC,XXX,52573
3/20/2076,123ABC,XXX,52574
3/21/2076,123ABC,XXX,52575
3/22/2076,123ABC,XXX,52576
3/23/2076,123ABC,XXX,52577
3/24/2076,123ABC,XXX,52578
3/25/2076,123ABC,XXX,52579
3/26/2076,123ABC,XXX,52580
3/27/2076,123ABC,XXX,52581
3/28/2076,123ABC,XXX,52582
3/29/2076,123ABC,XXX,52583
3/30/2076,123ABC,XXX,52584
3/31/2076,123ABC,XXX,52585
4/1/2076,123ABC,XXX,52586
4/2/2076,123ABC,XXX,52587
4/3/2076,123ABC,XXX,52588
4/4/2076,123ABC,XXX,52589
4/5/2076,123ABC,XXX,52590
4/6/2076,123ABC,XXX,52591
4/7/2076,123ABC,XXX,52592
4/8/2076,123ABC,XXX,52593
4/9/2076,123ABC,XXX,52594
4/10/2076,123ABC,XXX,52595
4/11/2076,123ABC,XXX,52596
4/12/2076,123ABC,XXX,52597
4/13/2076,123ABC,XXX,52598
4/14/2076,123ABC,XXX,52599
4/15/2076,123ABC,XXX,52600
4/16/2076,123ABC,XXX,52601
4/17/2076,123ABC,XXX,52602
4/18/2076,123ABC,XXX,52603
4/19/2076,123ABC,XXX,52604
4/20/2076,123ABC,XXX,52605
4/21/2076,123ABC,XXX,52606
4/22/2076,123ABC,XXX,52607
4/23/2076,123ABC,XXX,52608
4/24/2076,123ABC,XXX,52609
4/25/2076,123ABC,XXX,52610
4/26/2076,123ABC,XXX,52611
4/27/2076,123ABC,XXX,52612
4/28/2076,123ABC,XXX,52613
4/29/2076,123ABC,XXX,52614
4/30/2076,123ABC,XXX,52615
5/1/2076,123ABC,XXX,52616
5/2/2076,123ABC,XXX,52617
5/3/2076,123ABC,XXX,52618
5/4/2076,123ABC,XXX,52619
5/5/2076,123ABC,XXX,52620
5/6/2076,123ABC,XXX,52621
5/7/2076,123ABC,XXX,52622
5/8/2076,123ABC,XXX,52623
5/9/2076,123ABC,XXX,52624
5/10/2076,123ABC,XXX,52625
5/11/2076,123ABC,XXX,52626
5/12/2076,123ABC,XXX,52627
5/13/2076,123ABC,XXX,52628
5/14/2076,123ABC,XXX,52629
5/15/2076,123ABC,XXX,52630
5/16/2076,123ABC,XXX,52631
5/17/2076,123ABC,XXX,52632
5/18/2076,123ABC,XXX,52633
5/19/2076,123ABC,XXX,52634
5/20/2076,123ABC,XXX,52635
5/21/2076,123ABC,XXX,52636
5/22/2076,123ABC,XXX,52637
5/23/2076,123ABC,XXX,52638
5/24/2076,123ABC,XXX,52639
5/25/2076,123ABC,XXX,52640
5/26/2076,123ABC,XXX,52641
5/27/2076,123ABC,XXX,52642
5/28/2076,123ABC,XXX,52643
5/29/2076,123ABC,XXX,52644
5/30/2076,123ABC,XXX,52645
5/31/2076,123ABC,XXX,52646
6/1/2076,123ABC,XXX,52647
6/2/2076,123ABC,XXX,52648
6/3/2076,123ABC,XXX,52649
6/4/2076,123ABC,XXX,52650
6/5/2076,123ABC,XXX,52651
6/6/2076,123ABC,XXX,52652
6/7/2076,123ABC,XXX,52653
6/8/2076,123ABC,XXX,52654
6/9/2076,123ABC,XXX,52655
6/10/2076,123ABC,XXX,52656
6/11/2076,123ABC,XXX,52657
6/12/2076,123ABC,XXX,52658
6/13/2076,123ABC,XXX,52659
6/14/2076,123ABC,XXX,52660
6/15/2076,123ABC,XXX,52661
6/16/2076,123ABC,XXX,52662
6/17/2076,123ABC,XXX,52663
6/18/2076,123ABC,XXX,52664
6/19/2076,123ABC,XXX,52665
6/20/2076,123ABC,XXX,52666
6/21/2076,123ABC,XXX,52667
6/22/2076,123ABC,XXX,52668
6/23/2076,123ABC,XXX,52669
6/24/2076,123ABC,XXX,52670
6/25/2076,123ABC,XXX,52671
6/26/2076,123ABC,XXX,52672
6/27/2076,123ABC,XXX,52673
6/28/2076,123ABC,XXX,52674
6/29/2076,123ABC,XXX,52675
6/30/2076,123ABC,XXX,52676
7/1/2076,123ABC,XXX,52677
7/2/2076,123ABC,XXX,52678
7/3/2076,123ABC,XXX,52679
7/4/2076,123ABC,XXX,52680
7/5/2076,123ABC,XXX,52681
7/6/2076,123ABC,XXX,52682
7/7/2076,123ABC,XXX,52683
7/8/2076,123ABC,XXX,52684
7/9/2076,123ABC,XXX,52685
7/10/2076,123ABC,XXX,52686
7/11/2076,123ABC,XXX,52687
7/12/2076,123ABC,XXX,52688
7/13/2076,123ABC,XXX,52689
7/14/2076,123ABC,XXX,52690
7/15/2076,123ABC,XXX,52691
7/16/2076,123ABC,XXX,52692
7/17/2076,123ABC,XXX,52693
7/18/2076,123ABC,XXX,52694
7/19/2076,123ABC,XXX,52695
7/20/2076,123ABC,XXX,52696
7/21/2076,123ABC,XXX,52697
7/22/2076,123ABC,XXX,52698
7/23/2076,123ABC,XXX,52699
7/24/2076,123ABC,XXX,52700
7/25/2076,123ABC,XXX,52701
7/26/2076,123ABC,XXX,52702
7/27/2076,123ABC,XXX,52703
7/28/2076,123ABC,XXX,52704
7/29/2076,123ABC,XXX,52705
7/30/2076,123ABC,XXX,52706
7/31/2076,123ABC,XXX,52707
8/1/2076,123ABC,XXX,52708
8/2/2076,123ABC,XXX,52709
8/3/2076,123ABC,XXX,52710
8/4/2076,123ABC,XXX,52711
8/5/2076,123ABC,XXX,52712
8/6/2076,123ABC,XXX,52713
8/7/2076,123ABC,XXX,52714
8/8/2076,123ABC,XXX,52715
8/9/2076,123ABC,XXX,52716
8/10/2076,123ABC,XXX,52717
8/11/2076,123ABC,XXX,52718
8/12/2076,123ABC,XXX,52719
8/13/2076,123ABC,XXX,52720
8/14/2076,123ABC,XXX,52721
8/15/2076,123ABC,XXX,52722
8/16/2076,123ABC,XXX,52723
8/17/2076,123ABC,XXX,52724
8/18/2076,123ABC,XXX,52725
8/19/2076,123ABC,XXX,52726
8/20/2076,123ABC,XXX,52727
8/21/2076,123ABC,XXX,52728
8/22/2076,123ABC,XXX,52729
8/23/2076,123ABC,XXX,52730
8/24/2076,123ABC,XXX,52731
8/25/2076,123ABC,XXX,52732
8/26/2076,123ABC,XXX,52733
8/27/2076,123ABC,XXX,52734
8/28/2076,123ABC,XXX,52735
8/29/2076,123ABC,XXX,52736
8/30/2076,123ABC,XXX,52737
8/31/2076,123ABC,XXX,52738
9/1/2076,123ABC,XXX,52739
9/2/2076,123ABC,XXX,52740
9/3/2076,123ABC,XXX,52741
9/4/2076,123ABC,XXX,52742
9/5/2076,123ABC,XXX,52743
9/6/2076,123ABC,XXX,52744
9/7/2076,123ABC,XXX,52745
9/8/2076,123ABC,XXX,52746
9/9/2076,123ABC,XXX,52747
9/10/2076,123ABC,XXX,52748
9/11/2076,123ABC,XXX,52749
9/12/2076,123ABC,XXX,52750
9/13/2076,123ABC,XXX,52751
9/14/2076,123ABC,XXX,52752
9/15/2076,123ABC,XXX,52753
9/16/2076,123ABC,XXX,52754
9/17/2076,123ABC,XXX,52755
9/18/2076,123ABC,XXX,52756
9/19/2076,123ABC,XXX,52757
9/20/2076,123ABC,XXX,52758
9/21/2076,123ABC,XXX,52759
9/22/2076,123ABC,XXX,52760
9/23/2076,123ABC,XXX,52761
9/24/2076,123ABC,XXX,52762
9/25/2076,123ABC,XXX,52763
9/26/2076,123ABC,XXX,52764
9/27/2076,123ABC,XXX,52765
9/28/2076,123ABC,XXX,52766
9/29/2076,123ABC,XXX,52767
9/30/2076,123ABC,XXX,52768
10/1/2076,123ABC,XXX,52769
10/2/2076,123ABC,XXX,52770
10/3/2076,123ABC,XXX,52771
10/4/2076,123ABC,XXX,52772
10/5/2076,123ABC,XXX,52773
10/6/2076,123ABC,XXX,52774
10/7/2076,123ABC,XXX,52775
10/8/2076,123ABC,XXX,52776
10/9/2076,123ABC,XXX,52777
10/10/2076,123ABC,XXX,52778
10/11/2076,123ABC,XXX,52779
10/12/2076,123ABC,XXX,52780
10/13/2076,123ABC,XXX,52781
10/14/2076,123ABC,XXX,52782
10/15/2076,123ABC,XXX,52783
10/16/2076,123ABC,XXX,52784
10/17/2076,123ABC,XXX,52785
10/18/2076,123ABC,XXX,52786
10/19/2076,123ABC,XXX,52787
10/20/2076,123ABC,XXX,52788
10/21/2076,123ABC,XXX,52789
10/22/2076,123ABC,XXX,52790
10/23/2076,123ABC,XXX,52791
10/24/2076,123ABC,XXX,52792
10/25/2076,123ABC,XXX,52793
10/26/2076,123ABC,XXX,52794
10/27/2076,123ABC,XXX,52795
10/28/2076,123ABC,XXX,52796
10/29/2076,123ABC,XXX,52797
10/30/2076,123ABC,XXX,52798
10/31/2076,123ABC,XXX,52799
11/1/2076,123ABC,XXX,52800
11/2/2076,123ABC,XXX,52801
11/3/2076,123ABC,XXX,52802
11/4/2076,123ABC,XXX,52803
11/5/2076,123ABC,XXX,52804
11/6/2076,123ABC,XXX,52805
11/7/2076,123ABC,XXX,52806
11/8/2076,123ABC,XXX,52807
11/9/2076,123ABC,XXX,52808
11/10/2076,123ABC,XXX,52809
11/11/2076,123ABC,XXX,52810
11/12/2076,123ABC,XXX,52811
11/13/2076,123ABC,XXX,52812
11/14/2076,123ABC,XXX,52813
11/15/2076,123ABC,XXX,52814
11/16/2076,123ABC,XXX,52815
11/17/2076,123ABC,XXX,52816
11/18/2076,123ABC,XXX,52817
11/19/2076,123ABC,XXX,52818
11/20/2076,123ABC,XXX,52819
11/21/2076,123ABC,XXX,52820
11/22/2076,123ABC,XXX,52821
11/23/2076,123ABC,XXX,52822
11/24/2076,123ABC,XXX,52823
11/25/2076,123ABC,XXX,52824
11/26/2076,123ABC,XXX,52825
11/27/2076,123ABC,XXX,52826
11/28/2076,123ABC,XXX,52827
11/29/2076,123ABC,XXX,52828
11/30/2076,123ABC,XXX,52829
12/1/2076,123ABC,XXX,52830
12/2/2076,123ABC,XXX,52831
12/3/2076,123ABC,XXX,52832
12/4/2076,123ABC,XXX,52833
12/5/2076,123ABC,XXX,52834
12/6/2076,123ABC,XXX,52835
12/7/2076,123ABC,XXX,52836
12/8/2076,123ABC,XXX,52837
12/9/2076,123ABC,XXX,52838
12/10/2076,123ABC,XXX,52839
12/11/2076,123ABC,XXX,52840
12/12/2076,123ABC,XXX,52841
12/13/2076,123ABC,XXX,52842
12/14/2076,123ABC,XXX,52843
12/15/2076,123ABC,XXX,52844
12/16/2076,123ABC,XXX,52845
12/17/2076,123ABC,XXX,52846
12/18/2076,123ABC,XXX,52847
12/19/2076,123ABC,XXX,52848
12/20/2076,123ABC,XXX,52849
12/21/2076,123ABC,XXX,52850
12/22/2076,123ABC,XXX,52851
12/23/2076,123ABC,XXX,52852
12/24/2076,123ABC,XXX,52853
12/25/2076,123ABC,XXX,52854
12/26/2076,123ABC,XXX,52855
12/27/2076,123ABC,XXX,52856
12/28/2076,123ABC,XXX,52857
12/29/2076,123ABC,XXX,52858
12/30/2076,123ABC,XXX,52859
12/31/2076,123ABC,XXX,52860
1/1/2077,123ABC,XXX,52861
1/2/2077,123ABC,XXX,52862
1/3/2077,123ABC,XXX,52863
1/4/2077,123ABC,XXX,52864
1/5/2077,123ABC,XXX,52865
1/6/2077,123ABC,XXX,52866
1/7/2077,123ABC,XXX,52867
1/8/2077,123ABC,XXX,52868
1/9/2077,123ABC,XXX,52869
1/10/2077,123ABC,XXX,52870
1/11/2077,123ABC,XXX,52871
1/12/2077,123ABC,XXX,52872
1/13/2077,123ABC,XXX,52873
1/14/2077,123ABC,XXX,52874
1/15/2077,123ABC,XXX,52875
1/16/2077,123ABC,XXX,52876
1/17/2077,123ABC,XXX,52877
1/18/2077,123ABC,XXX,52878
1/19/2077,123ABC,XXX,52879
1/20/2077,123ABC,XXX,52880
1/21/2077,123ABC,XXX,52881
1/22/2077,123ABC,XXX,52882
1/23/2077,123ABC,XXX,52883
1/24/2077,123ABC,XXX,52884
1/25/2077,123ABC,XXX,52885
1/26/2077,123ABC,XXX,52886
1/27/2077,123ABC,XXX,52887
1/28/2077,123ABC,XXX,52888
1/29/2077,123ABC,XXX,52889
1/30/2077,123ABC,XXX,52890
1/31/2077,123ABC,XXX,52891
2/1/2077,123ABC,XXX,52892
2/2/2077,123ABC,XXX,52893
2/3/2077,123ABC,XXX,52894
2/4/2077,123ABC,XXX,52895
2/5/2077,123ABC,XXX,52896
2/6/2077,123ABC,XXX,52897
2/7/2077,123ABC,XXX,52898
2/8/2077,123ABC,XXX,52899
2/9/2077,123ABC,XXX,52900
2/10/2077,123ABC,XXX,52901
2/11/2077,123ABC,XXX,52902
2/12/2077,123ABC,XXX,52903
2/13/2077,123ABC,XXX,52904
2/14/2077,123ABC,XXX,52905
2/15/2077,123ABC,XXX,52906
2/16/2077,123ABC,XXX,52907
2/17/2077,123ABC,XXX,52908
2/18/2077,123ABC,XXX,52909
2/19/2077,123ABC,XXX,52910
2/20/2077,123ABC,XXX,52911
2/21/2077,123ABC,XXX,52912
2/22/2077,123ABC,XXX,52913
2/23/2077,123ABC,XXX,52914
2/24/2077,123ABC,XXX,52915
2/25/2077,123ABC,XXX,52916
2/26/2077,123ABC,XXX,52917
2/27/2077,123ABC,XXX,52918
2/28/2077,123ABC,XXX,52919
3/1/2077,123ABC,XXX,52920
3/2/2077,123ABC,XXX,52921
3/3/2077,123ABC,XXX,52922
3/4/2077,123ABC,XXX,52923
3/5/2077,123ABC,XXX,52924
3/6/2077,123ABC,XXX,52925
3/7/2077,123ABC,XXX,52926
3/8/2077,123ABC,XXX,52927
3/9/2077,123ABC,XXX,52928
3/10/2077,123ABC,XXX,52929
3/11/2077,123ABC,XXX,52930
3/12/2077,123ABC,XXX,52931
3/13/2077,123ABC,XXX,52932
3/14/2077,123ABC,XXX,52933
3/15/2077,123ABC,XXX,52934
3/16/2077,123ABC,XXX,52935
3/17/2077,123ABC,XXX,52936
3/18/2077,123ABC,XXX,52937
3/19/2077,123ABC,XXX,52938
3/20/2077,123ABC,XXX,52939
3/21/2077,123ABC,XXX,52940
3/22/2077,123ABC,XXX,52941
3/23/2077,123ABC,XXX,52942
3/24/2077,123ABC,XXX,52943
3/25/2077,123ABC,XXX,52944
3/26/2077,123ABC,XXX,52945
3/27/2077,123ABC,XXX,52946
3/28/2077,123ABC,XXX,52947
3/29/2077,123ABC,XXX,52948
3/30/2077,123ABC,XXX,52949
3/31/2077,123ABC,XXX,52950
4/1/2077,123ABC,XXX,52951
4/2/2077,123ABC,XXX,52952
4/3/2077,123ABC,XXX,52953
4/4/2077,123ABC,XXX,52954
4/5/2077,123ABC,XXX,52955
4/6/2077,123ABC,XXX,52956
4/7/2077,123ABC,XXX,52957
4/8/2077,123ABC,XXX,52958
4/9/2077,123ABC,XXX,52959
4/10/2077,123ABC,XXX,52960
4/11/2077,123ABC,XXX,52961
4/12/2077,123ABC,XXX,52962
4/13/2077,123ABC,XXX,52963
4/14/2077,123ABC,XXX,52964
4/15/2077,123ABC,XXX,52965
4/16/2077,123ABC,XXX,52966
4/17/2077,123ABC,XXX,52967
4/18/2077,123ABC,XXX,52968
4/19/2077,123ABC,XXX,52969
4/20/2077,123ABC,XXX,52970
4/21/2077,123ABC,XXX,52971
4/22/2077,123ABC,XXX,52972
4/23/2077,123ABC,XXX,52973
4/24/2077,123ABC,XXX,52974
4/25/2077,123ABC,XXX,52975
4/26/2077,123ABC,XXX,52976
4/27/2077,123ABC,XXX,52977
4/28/2077,123ABC,XXX,52978
4/29/2077,123ABC,XXX,52979
4/30/2077,123ABC,XXX,52980
5/1/2077,123ABC,XXX,52981
5/2/2077,123ABC,XXX,52982
5/3/2077,123ABC,XXX,52983
5/4/2077,123ABC,XXX,52984
5/5/2077,123ABC,XXX,52985
5/6/2077,123ABC,XXX,52986
5/7/2077,123ABC,XXX,52987
