PO_Number,PO_Line_Number,PO_Date,PO_Fiscal_Year,PO_Type,PO_Line_Spend,PO_Line_Currency,PO_Line_Item,PO_Line_Unit_Price,PO_Line_Qty,PO_Line_UoM,PO_Line_Vendor,PO_Line_L4_Category,PO_Line_L2_Category,PO_Line_L1_Category,PO_Payment_Term,PO_Line_BU,PO_Line_L3_Category
136.,136_3,01-05-2015,2014-2015,NON-IT Goods,$616.00,USD,Tripod - ball head,$56.00,11.,Each,Adorama Camera,Portable media case or wallet,Components for information technology or broadcasting or telecommunications,Information Technology Broadcasting and Telecommunications,NET 45 DAYS,Fish and Wildlife,Removable storage media accessories
136.,136_7,01-05-2015,2014-2015,NON-IT Goods,$13.96,USD,Case Logic Compact Camera,$6.98,2.,Each,Adorama Camera,Binoculars,Measuring and observing and testing instruments,Laboratory and Measuring and Observing and Testing Equipment,NET 45 DAYS,Fish and Wildlife,Viewing and observing instruments and accessories
139.,139_1,04-05-2015,2014-2015,NON-IT Services,"$47,475.00",USD,"Under this Agreement, Consultant shall provide Environmental PlanningServices for Public Resources Code (PRC) Section 5024.5 complianceStatewide. These services include investigating, evaluating, preparingdocumentation, and providing appropriate suppor","$47,475.00",1.,Each,"ASCENT ENVIRONMENTAL, INC",Architectural engineering,Professional engineering services,Engineering and Research and Technology Based Services,NET 45 DAYS,Corrections and Rehabilitation,Civil engineering
141.,141_1,04-05-2015,2014-2015,NON-IT Services,"$16,230.72",USD,Courier Service - Stockton Branch/USPS,"$16,230.72",1.,Each,Tricor America Inc,Mailing or mail pick up or delivery services,Mail and cargo transport,Transportation and Storage and Mail Services,NET 45 DAYS,Social Services,Postal and small parcel and courier services
145.,145_1,05-05-2015,2014-2015,NON-IT Services,"$6,098.19",USD,Library Maintenance Agreement,"$6,098.19",1.,Each,Thomson Reuters,Library or documentation training,Vocational training,Education and Training Services,NET 30 DAYS,Public Utilities Commission,Non scientific vocational training services
146.,146_3,06-05-2015,2014-2015,NON-IT Goods,"$51,101.25",USD,"Provide reagents, supplies, and consumables for 1 year.","$51,101.25",1.,Each,Unknown,Chemiluminescence or bioluminescence analyzers,Measuring and observing and testing instruments,Laboratory and Measuring and Observing and Testing Equipment,NET 45 DAYS,State Hospitals,Chemical evaluation instruments and supplies
174.,174_1,04-04-2013,2012-2013,NON-IT Goods,$491.40,USD,2013 subscription renewal,$491.40,1.,Each,The Wall Street Journal,Periodicals,Printed media,Published Products,NET 30 DAYS,Pesticide Regulation,Printed publications
176.,176_2,05-04-2013,2012-2013,NON-IT Goods,"$6,945.48",USD,disinfectant,"$6,945.48",1.,Each,"JoeD, Inc",Medical equipment and instrument disinfectant washing equipment,Medical sterilization products,Medical Equipment and Accessories and Supplies,NET 30 DAYS,Developmental Services,Disinfecting or presterilization cleaning equipment and solutions
178.,178_2,11-04-2014,2013-2014,NON-IT Goods,$520.00,USD,"ER705-6, 0.035 ready spool mig wire reel",$1.30,400.,Each,Harris Industrial Gases,Welding wire,Welding and soldering and brazing machinery and accessories and supplies,Industrial Manufacturing and Processing Machinery and Accessories,NET 30 DAYS,Corrections and Rehabilitation,Welding and soldering and brazing supplies
178.,178_6,11-04-2014,2013-2014,NON-IT Goods,"$3,225.00",USD,E-6010 1/8 welding electrodes,$1.29,2500.,Each,Harris Industrial Gases,Electrodes,Electrical equipment and components and supplies,Electrical Systems and Lighting and Components and Accessories and Supplies,NET 30 DAYS,Corrections and Rehabilitation,Electrical lugs plugs and connectors
180.,180_2,11-04-2014,2013-2014,NON-IT Goods,"$2,545.29",USD,Accessories / Calibration Materials,"$2,545.29",1.,Each,Measurement Specialties,Underwater communication system,Data Voice or Multimedia Network Equipment or Platforms and Accessories,Information Technology Broadcasting and Telecommunications,NET 45 DAYS,Fish and Wildlife,Fixed network equipment and components
184.,184_1,04-15-2014,2013-2014,NON-IT Goods,"$341,962.80",USD,"socks, boxers, t-shirts, night gowns, briefs knit, briefs women, jacketsnylon, pants, pull-on, shoes for women.","$341,962.80",1.,Each,PIA,Womens folkloric clothing,Clothing,Apparel and Luggage and Personal Care Products,PCARD,Corrections and Rehabilitation,Folkloric clothing
186.,186_4,10-31-2014,2014-2015,IT Services,"$9,000.00",USD,"Entrance Cost for Additional Two Strands of Dark Fiber from 1700 9thStreet to 1416 9th Sreet in Sacramento, CA","$9,000.00",1.,Each,Electric Lightwave LLC dba Integra Telecom,Fiber optic cable,Electrical wire and cable and harness,Power Generation and Distribution Machinery and Accessories,NET 45 DAYS,Fish and Wildlife,Electrical cable and accessories
189.,189_1,04-16-2014,2013-2014,IT Goods,"$61,793.56",USD,"82 each Power Dell OptiPlex 7010 SFF, Core i7-3770, 3.4GHz, 8GB 2  DIMMS 1600MHz DDR3, Win 7, 500GB SATAII, USB Mouse and keyboard     82 each Imaging Service     82 each Asset Tagging Services - Customer Provided Tags     82 each Deployment and Logistics Services     82 each Keep Your Drive 5yrs     82 each 5yr Basic Hardware Service with NBD Onsite","$61,793.56",1.,Each,PC Specialist Inc dba TIG (Technology Integration Group),Desktop computers,Computer Equipment and Accessories,Information Technology Broadcasting and Telecommunications,NET 45 DAYS,Coastal Commission,Computers
195.,195_2,09-05-2014,2013-2014,IT Goods,$852.05,USD,APC Smart UPS RT 1500VA Rack 120V,$852.05,1.,Each,Bridge Micro,Content delivery networking equipment,Data Voice or Multimedia Network Equipment or Platforms and Accessories,Information Technology Broadcasting and Telecommunications,NET 60 DAYS,High Speed Rail Authority,Network service equipment
195.,195_6,09-05-2014,2013-2014,IT Goods,"$5,754.54",USD,Network Hdwre - HP 32800-48G-PoE+-4SFP+Switch,"$5,754.54",1.,Each,Bridge Micro,Content delivery networking equipment,Data Voice or Multimedia Network Equipment or Platforms and Accessories,Information Technology Broadcasting and Telecommunications,NET 60 DAYS,High Speed Rail Authority,Network service equipment
195.,195_10,09-05-2014,2013-2014,IT Goods,"$4,896.54",USD,HP 3800-48G-4SFP+Switch,"$4,896.54",1.,Each,Bridge Micro,Content delivery networking equipment,Data Voice or Multimedia Network Equipment or Platforms and Accessories,Information Technology Broadcasting and Telecommunications,NET 60 DAYS,High Speed Rail Authority,Network service equipment
196.,196_3,05-01-2015,2014-2015,NON-IT Goods,"$13,975.00",USD,"Rigging Train System, Model 46109, (CEN)","$13,975.00",1.,Each,"Advanced Technologies Consultants, Inc.",Rigging services,Specialized trade construction and maintenance services,Building and Facility Construction and Maintenance Services,NET 30 DAYS,Corrections and Rehabilitation,Rigging and scaffolding services
196.,196_7,05-01-2015,2014-2015,NON-IT Goods,"$13,975.00",USD,"Rigging Train System, Model 46109, (SATF)","$13,975.00",1.,Each,"Advanced Technologies Consultants, Inc.",Rigging services,Specialized trade construction and maintenance services,Building and Facility Construction and Maintenance Services,NET 30 DAYS,Corrections and Rehabilitation,Rigging and scaffolding services
197.,197_1,04-22-2014,2013-2014,IT Goods,"$24,680.00",USD,HP POWER DESKTOP 800 GI SFF,$617.00,40.,Each,"Ablegov, Inc.",Desktop computers,Computer Equipment and Accessories,Information Technology Broadcasting and Telecommunications,NET 45 DAYS,Education,Computers
198.,198_3,04-22-2014,2013-2014,NON-IT Goods,$271.80,USD,Safflower Seed 50 lb Bags,$45.30,6.,Each,Crop Production Services,,,,NET 60 DAYS,Fish and Wildlife,
202.,202_1,04-22-2014,2013-2014,IT Goods,$319.00,USD,Bluetooth,$319.00,1.,Each,CIRRUS ENVIRONMENTAL INC,Bluetooth universal serial bus USB adapter,Computer Equipment and Accessories,Information Technology Broadcasting and Telecommunications,NET 45 DAYS,Forestry and Fire Protection,Computer accessories
203.,203_2,04-23-2014,2013-2014,NON-IT Goods,$782.85,USD,STARTER #1,$104.38,7.5,Each,"Rangen, Inc.",Fish food flakes,Animal feed,Live Plant and Animal Material and Accessories and Supplies,NET 30 DAYS,Fish and Wildlife,Fish food
204.,204_1,04-23-2014,2013-2014,NON-IT Goods,"$1,732.80",USD,1.5MM CLASSIC FRY,$0.72,2400.,Each,"Nelson & Sons, Inc",Fish food pellets,Animal feed,Live Plant and Animal Material and Accessories and Supplies,NET 45 DAYS,Fish and Wildlife,Fish food
206.,206_1,04-23-2014,2013-2014,NON-IT Goods,"$7,481.65",USD,1 S 6 X 6' DE HART RDW,$3.05,2453.,Each,FENCE FACTORY,Metal fencing,Exterior finishing materials,Structures and Building and Construction and Manufacturing Components and Supplies,NET 45 DAYS,Fish and Wildlife,Fencing
206.,206_5,04-23-2014,2013-2014,NON-IT Goods,"$3,454.50",USD,7' POSTMASTER,$24.50,141.,Each,FENCE FACTORY,Metal fencing,Exterior finishing materials,Structures and Building and Construction and Manufacturing Components and Supplies,NET 45 DAYS,Fish and Wildlife,Fencing
206.,206_9,04-23-2014,2013-2014,NON-IT Goods,$271.20,USD,TENSION BAR 5' REGULAR,$4.52,60.,Each,FENCE FACTORY,Metal fencing,Exterior finishing materials,Structures and Building and Construction and Manufacturing Components and Supplies,NET 45 DAYS,Fish and Wildlife,Fencing
206.,206_13,04-23-2014,2013-2014,NON-IT Goods,$22.38,USD,HOG RINGS 12-1/2 GA,$7.46,3.,Each,FENCE FACTORY,Metal fencing,Exterior finishing materials,Structures and Building and Construction and Manufacturing Components and Supplies,NET 45 DAYS,Fish and Wildlife,Fencing
206.,206_17,04-23-2014,2013-2014,NON-IT Goods,$275.90,USD,FENCE POST MIX (50 LB),$3.10,89.,Each,FENCE FACTORY,Metal fencing,Exterior finishing materials,Structures and Building and Construction and Manufacturing Components and Supplies,NET 45 DAYS,Fish and Wildlife,Fencing
206.,206_21,04-23-2014,2013-2014,NON-IT Goods,$197.06,USD,2-3/8 PS CAPS,$3.34,59.,Each,FENCE FACTORY,Metal fencing,Exterior finishing materials,Structures and Building and Construction and Manufacturing Components and Supplies,NET 45 DAYS,Fish and Wildlife,Fencing
208.,208_1,04-23-2014,2013-2014,NON-IT Goods,"$11,998.00",USD,Automation Bed Bug Oven 28.0 Cubic Foot Forced Air Oven (Cascade Tek),"$11,998.00",1.,Each,US Control Group Inc,Laboratory oven accessories,Laboratory and scientific equipment,Laboratory and Measuring and Observing and Testing Equipment,NET 30 DAYS,Veterans Affairs,Laboratory ovens and accessories
211.,211_4,04-25-2014,2013-2014,IT Services,$499.00,USD,Update Protection (UP) - EdgeFX Forensic,$249.50,2.,Each,VS Visual Statement Inc,Data mining software,Software,Information Technology Broadcasting and Telecommunications,NET 30 DAYS,Parks & Recreation,Data management and query software
214.,214_1,04-21-2015,2014-2015,IT Services,$-,USD,POC # 1 - Not Applicable - Apply credit per CM304799309 from invoice 1200-305-129303.,$-,1.,Each,Wolters Kluwer Financial Services,Financial analysis software,Software,Information Technology Broadcasting and Telecommunications,NET 30 DAYS,Finance,Finance accounting and enterprise resource planning ERP software
217.,217_1,04-29-2014,2013-2014,NON-IT Services,"$6,700.00",USD,Hospital Gurney Repairs,"$6,700.00",1.,Each,"Medi-Tek, Inc.",Medical minor equipment maintenance or repair,Medical Surgical Equipment Maintenance Refurbishment and Repair Services,Healthcare Services,Unspecified,State Hospitals,Medical or surgical equipment repair
224.,224_2,04-29-2014,2013-2014,IT Goods,"$2,901.60",USD,HP ProBook 640 G1 Notebook,$725.40,4.,Each,"Western Blue, an NWN Company",Notebook computers,Computer Equipment and Accessories,Information Technology Broadcasting and Telecommunications,NET 30 DAYS,Fish and Wildlife,Computers
224.,224_6,04-29-2014,2013-2014,IT Goods,"$1,280.24",USD,Z Book15 Mobile Workstation,"$1,280.24",1.,Each,"Western Blue, an NWN Company",Desktop computers,Computer Equipment and Accessories,Information Technology Broadcasting and Telecommunications,NET 30 DAYS,Fish and Wildlife,Computers
224.,224_10,04-29-2014,2013-2014,IT Goods,$60.06,USD,750GB 7200RPM Harddrive,$60.06,1.,Each,"Western Blue, an NWN Company",Computer support parts or accessories,Commercial and industrial furniture,Furniture and Furnishings,NET 30 DAYS,Fish and Wildlife,Computer support furniture
227.,227_1,01-05-2014,2013-2014,NON-IT Goods,$273.59,USD,BOOKS FOR OUR EAP LIBRARY,$13.03,21.,Each,Simpson Sales Distributors,Reference books,Printed media,Published Products,NET 60 DAYS,Franchise Tax Board,Printed publications
228.,228_4,09-05-2014,2013-2014,IT Goods,$476.00,USD,5 years total,$238.00,2.,Each,Straight-Line Solutions,Multimedia projectors,Audio and visual presentation and composing equipment,Printing and Photographic and Audio and Visual Equipment and Supplies,NET 60 DAYS,High Speed Rail Authority,Projectors and supplies
229.,229_1,04-09-2013,2013-2014,NON-IT Goods,"$7,700.00",USD,T1 Cable,$77.00,100.,Each,"Alcatel USA Marketing, Inc",Radio frequency data communication equipment,Data Voice or Multimedia Network Equipment or Platforms and Accessories,Information Technology Broadcasting and Telecommunications,NET 45 DAYS,California Emergency Management Agency,Fixed network equipment and components
230.,230_2,05-05-2014,2013-2014,IT Services,"$1,809.00",USD,Annual Maintenance,"$1,809.00",1.,Each,"West Publishing Corporation dba Elite, a Thomson Reuters business",Project management software,Software,Information Technology Broadcasting and Telecommunications,NET 45 DAYS,Public Health,Business function specific software
233.,233_1,06-05-2014,2013-2014,NON-IT Goods,"$1,121.18",USD,"wipes, buffing solution","$1,121.18",1.,Each,"Bay Medical Co., Inc",Paper towels,Paper products,Paper Materials and Products,NET 45 DAYS,Correctional Health Care Services,Personal paper products
235.,235_2,06-05-2014,2013-2014,NON-IT Goods,"$12,350.00",USD,4.5MM TROUT FLT,$0.48,26000.,Each,"Nelson & Sons, Inc",Fish food flakes,Animal feed,Live Plant and Animal Material and Accessories and Supplies,NET 30 DAYS,Fish and Wildlife,Fish food
238.,238_1,07-05-2014,2013-2014,NON-IT Goods,"$5,600.00",USD,First Aid Kits  and Fire Extingushers,"$5,600.00",1.,Each,MARC BOOGAY CONSULTING ENGINEER,Emergency medical services first aid kits,Emergency and field medical services products,Medical Equipment and Accessories and Supplies,NET 30 DAYS,Forestry and Fire Protection,Emergency and field medical services kits
240.,240_2,12-05-2014,2013-2014,IT Services,"$67,650.00",USD,Software Support & Maintenance for 550 Licenses for the period of:06/18/2014 - 06/30/2015 (Year one),"$67,650.00",1.,Each,PeerPlace Networks LLC,Maintenance or support fees,Computer services,Engineering and Research and Technology Based Services,NET 30 DAYS,Aging,Software maintenance and support
241.,241_3,09-05-2014,2013-2014,NON-IT Goods,$768.00,USD,Chair,$768.00,1.,Each,Prison Industry Authority,Chairs,Accommodation furniture,Furniture and Furnishings,NET 60 DAYS,Fish and Wildlife,Furniture
244.,244_1,12-05-2014,2013-2014,IT Services,$-,USD,SUPPORT:  BMC Track-It continuous support - 12 month renewal,$-,1.,Each,ADVANCED TECHNICAL SOLUTIONS INC,Proprietary or licensed systems maintenance or support,Computer services,Engineering and Research and Technology Based Services,NET 60 DAYS,Social Services,System and system component administration services
249.,249_1,05-13-2014,2013-2014,NON-IT Goods,"$5,277.08",USD,"Brooms, Rain Suit, Socket Set, Utility Knives, Razor Blades, Ear Plugs, Etc.","$5,277.08",1.,Each,MSC Industrial Supply Co,Razor knives,Hand tools,Tools and General Machinery,NET 45 DAYS,Fish and Wildlife,Cutting and crimping and punching tools
251.,251_2,05-15-2014,2013-2014,NON-IT Goods,"$6,380.00",USD,Fish Food,$0.58,11000.,Each,"Nelson & Sons, Inc",Fish food pellets,Animal feed,Live Plant and Animal Material and Accessories and Supplies,NET 30 DAYS,Fish and Wildlife,Fish food
251.,251_6,05-15-2014,2013-2014,NON-IT Goods,"$3,800.00",USD,EXT Trout Floating 3.5MM (CLIN #HC-PR-2011),$0.48,8000.,Each,"Nelson & Sons, Inc",Fish food flakes,Animal feed,Live Plant and Animal Material and Accessories and Supplies,NET 30 DAYS,Fish and Wildlife,Fish food
254.,254_2,04-09-2013,2013-2014,NON-IT Goods,"$8,165.00",USD,Welding cable,$0.71,11500.,Each,Sacramento Electronic Supply,Radio frequency data communication equipment,Data Voice or Multimedia Network Equipment or Platforms and Accessories,Information Technology Broadcasting and Telecommunications,NET 30 DAYS,California Emergency Management Agency,Fixed network equipment and components
255.,255_2,05-15-2014,2013-2014,NON-IT Goods,"$19,275.00",USD,Extruded 450 Floating Bulk 2.4MM (CLIN #FL-PR-1001),$0.64,30000.,Each,"Rangen, Inc.",Fish food flakes,Animal feed,Live Plant and Animal Material and Accessories and Supplies,NET 45 DAYS,Fish and Wildlife,Fish food
257.,257_3,05-13-2013,2012-2013,IT Goods,$226.00,USD,DATA SECURITY KIT,$226.00,1.,Each,Sharp Electronics Corporation,Printer or copier paper,Paper products,Paper Materials and Products,NET 45 DAYS,Forestry and Fire Protection,Printing and writing paper
257.,257_7,05-15-2014,2013-2014,NON-IT Goods,"$17,979.50",USD,Cleveland Gas Convection Commercial Food Steamer with 2 Compartment,"$17,979.50",1.,Each,PURCHASERS CHOICE,Commercial use combination oven,Institutional food services equipment,Service Industry Machinery and Equipment and Supplies,NET 45 DAYS,Veterans Affairs,Cooking and warming equipment
258.,258_4,05-29-2013,2012-2013,NON-IT Services,"$36,450.00",USD,Pick-Up and delivery of freight to the State Records Center for storageand/or confidential destruct.,"$36,450.00",1.,Each,C&C EXPRESS Delivery,Mailing or mail pick up or delivery services,Mail and cargo transport,Transportation and Storage and Mail Services,NET 30 DAYS,Controller,Postal and small parcel and courier services
259.,259_2,05-04-2013,2012-2013,IT Services,"$39,248.00",USD,SpecBuilder Annual Maintenance and Product Upgrades,"$3,568.00",11.,Each,Edifecs Inc.,Project management software,Software,Information Technology Broadcasting and Telecommunications,NET 45 DAYS,Health Care Services,Business function specific software
264.,264_1,03-21-2014,2013-2014,NON-IT Services,$-,USD,providing jobs via pickup of recyclables at governmental facilities.,$-,1.,Each,SOUTHSIDE ART CENTER,Basic job skills instructional materials,Developmental and professional teaching aids and materials and accessories and supplies,Musical Instruments and Games and Toys and Arts and Crafts and Educational Equipment and Materials and Accessories and Supplies,NET 60 DAYS,Resources Recycle and Recovery,Career education instructional materials
267.,267_2,09-04-2013,2012-2013,NON-IT Goods,"$7,220.00",USD,1.5 mm Classic Fry Floating,$0.72,10000.,Each,"Nelson & Sons, Inc",Fish food pellets,Animal feed,Live Plant and Animal Material and Accessories and Supplies,Unspecified,Fish and Wildlife,Fish food
275.,275_1,02-06-2014,2013-2014,NON-IT Goods,$310.00,USD,"Additional Lights - Two additonal LED or halogen worklights to beincluded, one on the right side and one on the left side.",$310.00,1.,Each,GP Development,Vehicle headlight,Transportation components and systems,Commercial and Military and Private Vehicles and their Accessories and Components,NET 45 DAYS,Parks & Recreation,Exterior vehicle lighting
276.,276_2,11-04-2013,2012-2013,IT Services,"$5,799.00",USD,Dynamics SL Red Carpet Support Renewal,"$5,799.00",1.,Each,Tectura,Project management software,Software,Information Technology Broadcasting and Telecommunications,NET 30 DAYS,Tahoe Conservancy,Business function specific software
277.,277_2,05-28-2014,2013-2014,NON-IT Goods,"$49,663.00",USD,"Complete Set of 4 Fixing Posts, inc. 4 Threaded Rods, Hooks and Chains","$49,663.00",1.,Each,Prime ONE Contracting,Dynamometers,Measuring and observing and testing instruments,Laboratory and Measuring and Observing and Testing Equipment,NET 30 DAYS,Air Resources Board,Mechanical instruments
278.,278_4,05-22-2014,2013-2014,IT Services,$-,USD,First Five Months of IT Support,$-,5.,Each,"International Business Information Technologies, Inc. dba LEFTA Systems",Computer based training software,Software,Information Technology Broadcasting and Telecommunications,NET 45 DAYS,Parks & Recreation,Educational or reference software
279.,279_3,05-23-2014,2013-2014,NON-IT Goods,"$79,875.00",USD,Purchasing additional units up to 25% of original order.,$355.00,225.,Each,Smith & Wesson Corp,Handguns,Light weapons and ammunition,Defense and Law Enforcement and Security and Safety Equipment and Supplies,NET 30 DAYS,Highway Patrol,Firearms
280.,280_1,12-04-2013,2012-2013,NON-IT Goods,"$22,447.00",USD,Dry Fish Food,"$22,447.00",1.,Each,"Nelson & Sons, Inc",Fish food pellets,Animal feed,Live Plant and Animal Material and Accessories and Supplies,NET 45 DAYS,Fish and Wildlife,Fish food
281.,281_1,04-15-2013,2012-2013,IT Goods,$84.00,USD,Warranty,$42.00,2.,Each,Western Blue/Insight/Hewlett Packard,Third party warranty service,Computer services,Engineering and Research and Technology Based Services,NET 45 DAYS,Forestry and Fire Protection,System and system component administration services
282.,282_1,04-15-2013,2012-2013,IT Goods,"$5,884.44",USD,Lexmark x654de lase mfd and 5 year maintenance plan,"$5,884.44",1.,Each,"Smile Business Products, Inc",Photocopiers,Office machines and their supplies and accessories,Office Equipment and Accessories and Supplies,Unspecified,Motor Vehicles,Duplicating machines
282.,282_5,05-27-2014,2013-2014,IT Goods,"$1,413.41",USD,HP DL380p Gen8 8-SFF CTO,"$1,413.41",1.,Each,ADVANCED TECHNICAL SOLUTIONS INC,Computer servers,Computer Equipment and Accessories,Information Technology Broadcasting and Telecommunications,Unspecified,High Speed Rail Authority,Computers
282.,282_9,05-27-2014,2013-2014,IT Goods,$719.20,USD,HP 4GB (1x4GB) Single Rank x4 PC3-1200R (DDR3-1600) Registered CAS-11Memory Kit,$89.90,8.,Each,ADVANCED TECHNICAL SOLUTIONS INC,Computer servers,Computer Equipment and Accessories,Information Technology Broadcasting and Telecommunications,Unspecified,High Speed Rail Authority,Computers
282.,282_13,05-27-2014,2013-2014,IT Goods,$496.24,USD,HP 750W CS Plat PL Ht Plg Pwr Supply kit,$248.12,2.,Each,ADVANCED TECHNICAL SOLUTIONS INC,Computer servers,Computer Equipment and Accessories,Information Technology Broadcasting and Telecommunications,Unspecified,High Speed Rail Authority,Computers
282.,282_17,05-27-2014,2013-2014,IT Goods,$18.25,USD,HP Ethernet 1GB 4-port 331FLR FIO Adapter,$18.25,1.,Each,ADVANCED TECHNICAL SOLUTIONS INC,Computer servers,Computer Equipment and Accessories,Information Technology Broadcasting and Telecommunications,Unspecified,High Speed Rail Authority,Computers
282.,282_21,05-27-2014,2013-2014,IT Goods,$848.30,USD,HP 3 year 4 hour 13x5 ProLiant DL38x Hardware Support,$848.30,1.,Each,ADVANCED TECHNICAL SOLUTIONS INC,Computer servers,Computer Equipment and Accessories,Information Technology Broadcasting and Telecommunications,Unspecified,High Speed Rail Authority,Computers
283.,283_2,07-05-2015,2014-2015,NON-IT Goods,"$20,800.00",USD,Extr 450 5/32 floating  bulk fish food,$65.00,320.,Each,"Rangen, Inc.",Fish food pellets,Animal feed,Live Plant and Animal Material and Accessories and Supplies,Unspecified,Fish and Wildlife,Fish food
283.,283_6,04-29-2013,2012-2013,NON-IT Goods,"$11,996.25",USD,Data Download Kit,$159.95,75.,Each,Proforce Law Enforcement,Stunner,Chicken processing machinery and equipment,Industrial Manufacturing and Processing Machinery and Accessories,Unspecified,Highway Patrol,Killing and defeathering department machinery and equipment
284.,284_4,04-24-2013,2012-2013,IT Services,"$32,458.24",USD,"PowerCenter RE (4-7) per CPU-cores, Multi-core        0000007847-0002","$8,114.56",4.,Each,En Pointe Technologies,Project management software,Software,Information Technology Broadcasting and Telecommunications,NET 60 DAYS,Child Support Services,Business function specific software
284.,284_8,04-24-2013,2012-2013,IT Services,$-,USD,Included in bid price.,$-,1.,Each,En Pointe Technologies,Maintenance or support fees,Computer services,Engineering and Research and Technology Based Services,NET 60 DAYS,Child Support Services,Software maintenance and support
284.,284_12,04-24-2013,2012-2013,IT Services,$-,USD,PowerExchange for Database - CDC Option DB2        0000008502-0001,$-,1.,Each,En Pointe Technologies,Project management software,Software,Information Technology Broadcasting and Telecommunications,NET 60 DAYS,Child Support Services,Business function specific software
285.,285_1,07-05-2015,2014-2015,NON-IT Services,"$49,500.00",USD,Adds Gene Berg Ph.D. to Mark D. Poloway Ph.D.'s provider group.,"$49,500.00",1.,Each,"Mark D. Poloway, Ph.D.",Psychologists services,Medical practice,Healthcare Services,NET 45 DAYS,Human Resources,Medical doctors specialist services
286.,286_3,07-11-2012,2012-2013,IT Services,"$128,375.00",USD,Clarity Subject Matter Expert,"$128,375.00",1.,Each,VisionOutsourcing,Project administration or planning,Management advisory services,Management and Business Professionals and Administrative Services,NET 45 DAYS,Correctional Health Care Services,Project management
288.,288_2,04-19-2013,2012-2013,NON-IT Services,"$15,000.00",USD,"Contractor will review all supplementary materials submitted forOut-of-Cycle social content review process assigned to the county,ensure that each committee member is trained to review resources for thesocial content requirement and maintain accurate r","$15,000.00",1.,Each,Stanislaus County Office of Education,Educational advisory services,Educational facilities,Education and Training Services,NET 45 DAYS,Education,Educational guidance services
290.,290_1,08-05-2015,2014-2015,IT Goods,$380.78,USD,"Dell P1914S 19"" Monitor Dell P2414 24"" Monitor",$380.78,1.,Each,PC Specialist Inc dba TIG (Technology Integration Group),Liquid crystal display LCD panels or monitors,Computer Equipment and Accessories,Information Technology Broadcasting and Telecommunications,NET 30 DAYS,Forestry and Fire Protection,Computer displays
292.,292_2,08-05-2015,2014-2015,NON-IT Services,"$60,633.00",USD,Testing & Consultation,"$60,633.00",1.,Each,Unknown,Asbestos,Minerals and ores and metals,Mineral and Textile and Inedible Plant and Animal Materials,NET 30 DAYS,Corrections and Rehabilitation,Minerals
293.,293_3,07-01-2015,2014-2015,NON-IT Goods,$-,USD,"Truck, Garbage per State of California Specification #2320-2720 dated 1/14/2014.",$-,1.,Each,Western Truck Parts and Equipment,Dump trucks,Motor vehicles,Commercial and Military and Private Vehicles and their Accessories and Components,NET 30 DAYS,State Hospitals,Product and material transport vehicles
295.,295_1,05-27-2014,2013-2014,IT Goods,"$954,204.05",USD,SWITCHES:  Cisco Access Switches and accessories,"$954,204.05",1.,Each,Cisco Systems Inc.,Network switches,Data Voice or Multimedia Network Equipment or Platforms and Accessories,Information Technology Broadcasting and Telecommunications,NET 30 DAYS,Social Services,Network service equipment
297.,297_1,04-23-2013,2012-2013,NON-IT Goods,"$29,595.00",USD,2014 Chevrolet Tahoe 4WD 4dr Commercial Vehicle w/quoted StandardEquipment-Color: Silver Ice Metallic,"$29,595.00",1.,Each,Winner Chevrolet,Light trucks or sport utility vehicles,Motor vehicles,Commercial and Military and Private Vehicles and their Accessories and Components,Unspecified,Fish and Wildlife,Passenger motor vehicles
298.,298_1,04-23-2013,2012-2013,NON-IT Goods,"$22,710.00",USD,2013 Ford C-Max 2.0L Hybrid w/quoted Standard Equipment-Color: Metallic Silver,"$22,710.00",1.,Each,DOWNTOWN FORD SALES,Light trucks or sport utility vehicles,Motor vehicles,Commercial and Military and Private Vehicles and their Accessories and Components,NET 45 DAYS,Fish and Wildlife,Passenger motor vehicles
298.,298_5,04-23-2013,2012-2013,NON-IT Goods,$8.75,USD,Tire Fee,$8.75,1.,Each,DOWNTOWN FORD SALES,Light trucks or sport utility vehicles,Motor vehicles,Commercial and Military and Private Vehicles and their Accessories and Components,NET 45 DAYS,Fish and Wildlife,Passenger motor vehicles
300.,300_2,05-29-2014,2013-2014,NON-IT Services,"$206,460.00",USD,CHDPF Grant to increase number of healthcare professionals in the stateof California,"$206,460.00",1.,Each,Mercy Medical Center,Medical vocational training services,Vocational training,Education and Training Services,Unspecified,Statewide Health Planning & Development,Scientific vocational training services
302.,302_1,04-24-2013,2012-2013,NON-IT Goods,"$71,428.50",USD,ORANGE JEANS,"$71,428.50",1.,Each,Prison Industry Authority,Mens overalls or coveralls,Clothing,Apparel and Luggage and Personal Care Products,Unspecified,Corrections and Rehabilitation,Overalls and coveralls
304.,304_1,05-30-2014,2013-2014,IT Services,"$4,320.00",USD,SOFTWARE MAINTENANCE:  Citrix netscaler MPX 5500 ApplianceMaintenance Renewal,"$2,160.00",2.,Each,Granite Data Solutions,Maintenance or support fees,Computer services,Engineering and Research and Technology Based Services,NET 45 DAYS,Social Services,Software maintenance and support
