PO_Number,PO_Line_Number,PO_Date,PO_Fiscal_Year,PO_Type,PO_Line_Spend,PO_Line_Currency,PO_Line_Item,PO_Line_Unit_Price,PO_Line_Qty,PO_Line_UoM,PO_Line_Vendor,PO_Line_L4_Category,PO_Line_L2_Category,PO_Line_L1_Category,PO_Payment_Term,PO_Line_BU,PO_Line_L3_Category
267.,267_1,09-04-2013,2012-2013,NON-IT Goods,"$17,100.00",USD,2.5 mm Classic Fry Floating,$0.57,30000.,Each,"Nelson & Sons, Inc",Fish food pellets,Animal feed,Live Plant and Animal Material and Accessories and Supplies,Unspecified,Fish and Wildlife,Fish food
273.,273_1,05-19-2014,2013-2014,NON-IT Goods,"$14,170.02",USD,Miscellaneous Shop and Field Items,"$14,170.02",1.,Each,MSC Industrial Supply Co,Knives and skives,Metal cutting machinery and accessories,Industrial Manufacturing and Processing Machinery and Accessories,NET 60 DAYS,Fish and Wildlife,Metal cutting tools
276.,276_1,11-04-2013,2012-2013,IT Services,"$-4,680.00",USD,FY 11/12 credit from previous PO 952 applied to FY 12/13 renewal.,"$-4,680.00",1.,Each,Tectura,Maintenance or support fees,Computer services,Engineering and Research and Technology Based Services,NET 30 DAYS,Tahoe Conservancy,Software maintenance and support
277.,277_1,10-04-2013,2012-2013,IT Services,"$365,310.00",USD,Consulting:  Quality Assurance Services,"$365,310.00",1.,Each,Techaris Consulting Inc,Information technology consultation services,Management advisory services,Management and Business Professionals and Administrative Services,NET 30 DAYS,Finance,Business and corporate management consultation services
278.,278_3,05-22-2014,2013-2014,IT Services,$-,USD,Training Sessions for FTOs and Management,$-,3.,Each,"International Business Information Technologies, Inc. dba LEFTA Systems",Computer based training software,Software,Information Technology Broadcasting and Telecommunications,NET 45 DAYS,Parks & Recreation,Educational or reference software
279.,279_2,05-23-2014,2013-2014,NON-IT Goods,"$-262,551.50",USD,Trade in for CHP Smith and Wesson #4013TSW pistols.,$-476.50,551.,Each,Smith & Wesson Corp,Handguns,Light weapons and ammunition,Defense and Law Enforcement and Security and Safety Equipment and Supplies,NET 30 DAYS,Highway Patrol,Firearms
279.,279_6,06-05-2015,2014-2015,NON-IT Goods,$58.72,USD,Mar. 2015 discount subscription renewal,$58.72,1.,Each,Thomson Reuters,Government reference guides,Developmental and professional teaching aids and materials and accessories and supplies,Musical Instruments and Games and Toys and Arts and Crafts and Educational Equipment and Materials and Accessories and Supplies,NET 30 DAYS,Pesticide Regulation,Political science
280.,280_4,06-27-2013,2012-2013,NON-IT Services,"$600,000.00",USD,AB X1 29 - State Responsibility Area (SRA) - Consultant,"$600,000.00",1.,Each,SCI Consulting Group,Land use planning,Land and soil preparation and management and protection,Farming and Fishing and Forestry and Wildlife Contracting Services,NET 45 DAYS,Forestry and Fire Protection,Land and soil management
281.,281_4,04-15-2013,2012-2013,IT Goods,$522.60,USD,Monitors,$261.30,2.,Each,Western Blue/Insight/Hewlett Packard,Poly light emitting diode LED display,Computer Equipment and Accessories,Information Technology Broadcasting and Telecommunications,NET 45 DAYS,Forestry and Fire Protection,Computer displays
282.,282_4,05-27-2014,2013-2014,IT Goods,$-,USD,Factory Integrated,$-,2.,Each,ADVANCED TECHNICAL SOLUTIONS INC,Computer servers,Computer Equipment and Accessories,Information Technology Broadcasting and Telecommunications,Unspecified,High Speed Rail Authority,Computers
282.,282_8,05-27-2014,2013-2014,IT Goods,"$1,481.00",USD,HP DL380p Gen8 E5-2670 Kit,"$1,481.00",1.,Each,ADVANCED TECHNICAL SOLUTIONS INC,Computer servers,Computer Equipment and Accessories,Information Technology Broadcasting and Telecommunications,Unspecified,High Speed Rail Authority,Computers
282.,282_12,05-27-2014,2013-2014,IT Goods,$64.22,USD,HP 12.7mm SATA DVD ROM (Black) kit,$64.22,1.,Each,ADVANCED TECHNICAL SOLUTIONS INC,Computer servers,Computer Equipment and Accessories,Information Technology Broadcasting and Telecommunications,Unspecified,High Speed Rail Authority,Computers
282.,282_16,05-27-2014,2013-2014,IT Goods,$-,USD,Factory Integrated,$-,1.,Each,ADVANCED TECHNICAL SOLUTIONS INC,Computer servers,Computer Equipment and Accessories,Information Technology Broadcasting and Telecommunications,Unspecified,High Speed Rail Authority,Computers
282.,282_20,05-27-2014,2013-2014,IT Goods,$-,USD,Factory Integrated,$-,1.,Each,ADVANCED TECHNICAL SOLUTIONS INC,Computer servers,Computer Equipment and Accessories,Information Technology Broadcasting and Telecommunications,Unspecified,High Speed Rail Authority,Computers
283.,283_1,04-29-2013,2012-2013,NON-IT Goods,"$299,000.00",USD,"Taser X2 Smart Cartridge, Live 25'",$29.90,10000.,Each,Proforce Law Enforcement,Stunner,Chicken processing machinery and equipment,Industrial Manufacturing and Processing Machinery and Accessories,Unspecified,Highway Patrol,Killing and defeathering department machinery and equipment
283.,283_5,04-29-2013,2012-2013,NON-IT Goods,"$386,625.00",USD,Tactical Performance Power Magazine,$51.55,7500.,Each,Proforce Law Enforcement,Stunner,Chicken processing machinery and equipment,Industrial Manufacturing and Processing Machinery and Accessories,Unspecified,Highway Patrol,Killing and defeathering department machinery and equipment
284.,284_3,04-24-2013,2012-2013,IT Services,"$62,319.76",USD,"PowerCenter RE (8-11) per CPU-cores, Multi-core, Multi-OS DevelopmentLab License        0000007854-0021","$7,789.97",8.,Each,En Pointe Technologies,Project management software,Software,Information Technology Broadcasting and Telecommunications,NET 60 DAYS,Child Support Services,Business function specific software
284.,284_7,04-24-2013,2012-2013,IT Services,"$12,463.92",USD,"PowerCenter RE (8-11) per CPU-cores, Multi-core, Multi-OS - Maintenance        0000007854-0022","$1,557.99",8.,Each,En Pointe Technologies,Project management software,Software,Information Technology Broadcasting and Telecommunications,NET 60 DAYS,Child Support Services,Business function specific software
284.,284_11,04-24-2013,2012-2013,IT Services,$-,USD,PowerExchange for Database - CDC Option SQL        0000008501-0001,$-,1.,Each,En Pointe Technologies,Project management software,Software,Information Technology Broadcasting and Telecommunications,NET 60 DAYS,Child Support Services,Business function specific software
284.,284_15,07-05-2015,2014-2015,NON-IT Goods,"$17,010.00",USD,Extr 450 4.0 floating feed,$63.00,270.,Each,"Rangen, Inc.",Fish food pellets,Animal feed,Live Plant and Animal Material and Accessories and Supplies,NET 60 DAYS,Fish and Wildlife,Fish food
286.,286_2,04-18-2013,2012-2013,NON-IT Goods,"$177,860.00",USD,Model 3091-Fast Mobility Particle Sizer Spectrometer,"$88,930.00",2.,Each,TSI,Particle size measuring apparatus,Measuring and observing and testing instruments,Laboratory and Measuring and Observing and Testing Equipment,NET 45 DAYS,Air Resources Board,Soil measuring equipment
288.,288_1,08-05-2015,2014-2015,NON-IT Goods,"$3,600.00",USD,"16' X 54"" DRIFT BOAT","$3,600.00",1.,Each,Unknown,Row boat,Marine transport,Commercial and Military and Private Vehicles and their Accessories and Components,NET 45 DAYS,Fish and Wildlife,Commercial marine craft
289.,289_3,08-05-2015,2014-2015,NON-IT Goods,"$15,970.90",USD,plumbing supplies,"$15,970.90",1.,Each,"Distec Supply Co., Inc.",Automotive heating ventilation air conditioning HVAC resistor assembly,Components for information technology or broadcasting or telecommunications,Information Technology Broadcasting and Telecommunications,NET 30 DAYS,Corrections and Rehabilitation,Sub assemblies for electronic devices
292.,292_1,04-23-2013,2012-2013,NON-IT Goods,"$19,950.00",USD,Dry Fish Food,"$19,950.00",1.,Each,"Nelson & Sons, Inc",Fish food pellets,Animal feed,Live Plant and Animal Material and Accessories and Supplies,NET 30 DAYS,Fish and Wildlife,Fish food
293.,293_2,04-23-2013,2012-2013,NON-IT Goods,"$3,650.00",USD,#2 4G/LB Oxytet,"$3,650.00",1.,Each,"Nelson & Sons, Inc",Fish food pellets,Animal feed,Live Plant and Animal Material and Accessories and Supplies,NET 30 DAYS,Fish and Wildlife,Fish food
294.,294_2,02-24-2015,2014-2015,NON-IT Goods,$-,USD,Amended to change required delivery due date from 12/6/14 to 7/6/15.,$-,1.,Each,North River Boats Inc.,Tug boats,Marine transport,Commercial and Military and Private Vehicles and their Accessories and Components,NET 45 DAYS,Parks & Recreation,Commercial marine craft
296.,296_2,05-27-2014,2013-2014,IT Services,"$104,435.00",USD,For IT departmental IT data for HIPAA compliance.  IT Security riskanalysis of the department.,"$104,435.00",1.,Each,WBE Office Products,Operating system software maintenance,Computer services,Engineering and Research and Technology Based Services,Unspecified,State Hospitals,Software maintenance and support
297.,297_4,05-28-2014,2013-2014,NON-IT Services,"$93,895.00",USD,"Parking Lot Repair, Seal, and Striping","$93,895.00",1.,Each,Nick Champi Enterprises Inc.,Parking lot or road maintenance or repairs or services,Building and facility maintenance and repair services,Building and Facility Construction and Maintenance Services,Unspecified,Highway Patrol,Infrastructure maintenance and repair services
298.,298_4,05-29-2014,2013-2014,NON-IT Goods,"$20,000.00",USD,Assorted food items,"$5,000.00",4.,Each,Jordano's Foodservice,"Chicken, minimally processed without additions",Meat and poultry products,Food Beverage and Tobacco Products,NET 45 DAYS,Conservation Corps,Minimally processed meat and poultry products
300.,300_1,04-24-2013,2012-2013,IT Goods,"$80,060.00",USD,Exadata Storage Server Software,"$80,060.00",1.,Each,CIRRUS ENVIRONMENTAL INC,Maintenance or support fees,Computer services,Engineering and Research and Technology Based Services,Unspecified,Corrections and Rehabilitation,Software maintenance and support
301.,301_2,05-29-2014,2013-2014,IT Services,"$6,060.00",USD,ChangeAuditor for Windows,$2.02,3000.,Each,Capital Datacorp,Server software maintenance,Computer services,Engineering and Research and Technology Based Services,NET 45 DAYS,Social Services,Software maintenance and support
303.,303_3,05-30-2014,2013-2014,NON-IT Goods,"$10,086.23",USD,Lightbar Mount,$916.93,11.,Each,FONTAINE METAL PRODUCTS,Emergency Lighting Accessories,Lighting Fixtures and Accessories,Electrical Systems and Lighting and Components and Accessories and Supplies,NET 45 DAYS,Forestry and Fire Protection,Emergency lighting and accessories
304.,304_4,08-05-2015,2014-2015,NON-IT Services,"$94,000.00",USD,Contractor shall provide on-site confidential destruction for EDDoffices throughout Northern California.,"$94,000.00",1.,Each,VIKING SHRED LLC,Document destruction services,Business administration services,Management and Business Professionals and Administrative Services,NET 45 DAYS,Employment Development Department,Management support services
305.,305_2,08-05-2015,2014-2015,NON-IT Services,"$49,500.00",USD,"Adds $13,500.00 in funds to the agreement. Adds 2 sub-contractors to the groups provider list, Dr. Phillip KeddyPh.D. and Dr. Marilyn Wooley Ph.D.","$49,500.00",1.,Each,"Elliot Henderson, Ph. D",Psychologists services,Medical practice,Healthcare Services,NET 60 DAYS,Human Resources,Medical doctors specialist services
309.,309_1,11-05-2015,2014-2015,NON-IT Services,"$59,490.00",USD,Provide service at CHP Death Valley RP,"$59,490.00",1.,Each,"Mdl Universal Contracting, Llc",Window and door and screening installation and repair service,Specialized trade construction and maintenance services,Building and Facility Construction and Maintenance Services,NET 45 DAYS,Highway Patrol,Specialty building and trades services
313.,313_1,01-05-2013,2012-2013,NON-IT Goods,$36.00,USD,Tire Rotation,$36.00,1.,Each,JOHN ELLIS & SON,Engine oil,Lubricants and oils and greases and anti corrosives,Fuels and Fuel Additives and Lubricants and Anti corrosive Materials,NET 45 DAYS,Pesticide Regulation,Lubricating preparations
314.,314_2,12-05-2015,2014-2015,NON-IT Services,"$1,261,304.00",USD,WIA,"$1,261,304.00",1.,Each,County of Santa Barbara,Re training or refreshing training services,Vocational training,Education and Training Services,NET 45 DAYS,Employment Development Department,In service training and manpower development
315.,315_3,05-13-2015,2014-2015,NON-IT Goods,"$8,520.00",USD,"The Developing Labor Law: The Board, the Courts, and the National LaborRelations Act, Sixth Edition, with 2014 Cumulative Supplement, Book w/Supplement",$710.00,12.,Each,Unknown,Law book,Printed media,Published Products,NET 30 DAYS,Agricultural Labor Relations Board,Printed publications
316.,316_2,10-05-2013,2012-2013,IT Services,$490.00,USD,Maintenance - CX-2PDAE,$35.00,14.,Each,Vilis Systems,Hard disk drive array towers,Components for information technology or broadcasting or telecommunications,Information Technology Broadcasting and Telecommunications,NET 30 DAYS,Statewide Health Planning & Development,Chassis components
317.,317_1,02-05-2013,2012-2013,IT Goods,"$8,065.20",USD,HP Compaq Desktop,"$8,065.20",1.,Each,Western Blue/Insight/Hewlett Packard,Desktop computers,Computer Equipment and Accessories,Information Technology Broadcasting and Telecommunications,NET 30 DAYS,Employment Development Department,Computers
318.,318_4,07-05-2013,2012-2013,IT Services,"$8,831.20",USD,ASME/BPVC-Non Nuclear,"$8,831.20",1.,Each,IHS Global Inc,Periodicals,Printed media,Published Products,Unspecified,Water Resources,Printed publications
318.,318_8,07-05-2013,2012-2013,IT Services,$672.60,USD,SSPC - Society of Protective Coatings,$672.60,1.,Each,IHS Global Inc,Periodicals,Printed media,Published Products,Unspecified,Water Resources,Printed publications
318.,318_12,07-05-2013,2012-2013,IT Services,$481.65,USD,ICEA Complete Collection,$481.65,1.,Each,IHS Global Inc,Periodicals,Printed media,Published Products,Unspecified,Water Resources,Printed publications
318.,318_16,07-05-2013,2012-2013,IT Services,"$2,755.00",USD,API-Exporation & Production Segment,"$2,755.00",1.,Each,IHS Global Inc,Periodicals,Printed media,Published Products,Unspecified,Water Resources,Printed publications
318.,318_20,05-02-2015,2014-2015,NON-IT Goods,"$5,861.00",USD,Paper Towel Rolls Toilet Tissue Disposable Gloves,"$5,861.00",1.,Each,Grainger Industrial Supply,Paper towels,Paper products,Paper Materials and Products,Unspecified,General Services,Personal paper products
319.,319_4,05-13-2015,2014-2015,NON-IT Goods,"$1,800.00",USD,end wall for carport,"$1,800.00",1.,Each,Mountain Mechanic,Garage door accessory,Doors and windows and glass,Structures and Building and Construction and Manufacturing Components and Supplies,NET 60 DAYS,Parks & Recreation,Garage doors and operators
321.,321_1,05-13-2015,2014-2015,NON-IT Goods,"$13,131.10",USD,JOHN DEERE XUV 855D OLIVE AND BLACK GATOR,"$13,131.10",1.,Each,VALLEY TRUCK AND TRACTOR CO,Crawler type tractor,Motor vehicles,Commercial and Military and Private Vehicles and their Accessories and Components,NET 45 DAYS,Fish and Wildlife,Specialized and recreational vehicles
323.,323_1,05-22-2015,2014-2015,NON-IT Goods,"$352,980.00",USD,"FOOD TRAYS, DISPOSABLE (APC-1092TRA)",$0.33,1060000.,Each,Unknown,Food service trays,Institutional food services equipment,Service Industry Machinery and Equipment and Supplies,NET 30 DAYS,Corrections and Rehabilitation,Tabletop and serving equipment
327.,327_2,05-08-2014,2014-2015,IT Services,"$120,000.00",USD,"Term: June 1, 2012 to December 31, 2013",$120.00,1000.,Each,Oncontact Software Corporation,Inventory management software,Software,Information Technology Broadcasting and Telecommunications,NET 30 DAYS,Managed Health Care,Business function specific software
328.,328_1,09-24-2014,2014-2015,NON-IT Goods,"$124,200.00",USD,"Sonar Q, Fluridone 40 LB Pail","$1,242.00",100.,Each,California Veteran Supply Inc.,Weed killer,Fertilizers and plant nutrients and herbicides,Live Plant and Animal Material and Accessories and Supplies,NET 30 DAYS,Parks & Recreation,Herbicides
329.,329_1,07-05-2013,2012-2013,NON-IT Goods,"$5,880.00",USD,"Engine Oil, 5W-30, Quarts, Bottles",$2.94,2000.,Each,MECHANIC'S CHOICE INC.,Engine oil,Lubricants and oils and greases and anti corrosives,Fuels and Fuel Additives and Lubricants and Anti corrosive Materials,NET 30 DAYS,Highway Patrol,Lubricating preparations
331.,331_1,02-06-2014,2013-2014,IT Services,"$23,200.00",USD,ADXSTUDIO PORTALS ENTERPRISE EDITION AND ANNUAL SW MAINTENANCE,"$23,200.00",1.,Each,ADVANCED TECHNICAL SOLUTIONS INC,Computer hardware maintenance support service,Computer services,Engineering and Research and Technology Based Services,NET 45 DAYS,Insurance,System and system component administration services
332.,332_3,08-05-2013,2012-2013,IT Services,"$2,640.00",USD,ACL Premium Support Renewal Desktop      BILL 4125/40340,$440.00,6.,Each,ACL Services Ltd.,Inventory management software,Software,Information Technology Broadcasting and Telecommunications,NET 30 DAYS,Managed Health Care,Business function specific software
333.,333_2,08-05-2013,2012-2013,NON-IT Goods,"$12,678.75",USD,Propane,"$12,678.75",1.,Each,Suburban Propane,Propane,Gaseous fuels and additives,Fuels and Fuel Additives and Lubricants and Anti corrosive Materials,NET 30 DAYS,Fish and Wildlife,Gaseous fuels
335.,335_2,09-05-2013,2012-2013,NON-IT Services,"$15,564.00",USD,Water testing services,"$15,564.00",1.,Each,COUNTY OF IMPERIAL,Water testing chemicals,Developmental and professional teaching aids and materials and accessories and supplies,Musical Instruments and Games and Toys and Arts and Crafts and Educational Equipment and Materials and Accessories and Supplies,NET 30 DAYS,Parks & Recreation,Water testing and conservation and ecology
337.,337_2,04-06-2014,2013-2014,IT Services,"$5,888.00",USD,Software,"$2,944.00",2.,Each,Taborda Solutions,Maintenance or support fees,Computer services,Engineering and Research and Technology Based Services,NET 45 DAYS,Teacher Credentialing,Software maintenance and support
338.,338_3,05-14-2013,2012-2013,NON-IT Goods,"$66,495.72",USD,"ASQ-3-Questionnaires, Spanish",$148.76,447.,Each,Brookes Publishing,Multi-media educational software,Software,Information Technology Broadcasting and Telecommunications,PCARD,Education,Educational or reference software
339.,339_2,06-19-2013,2012-2013,NON-IT Goods,"$18,950.00",USD,"10 of the 10-drawer flat file cabinets with sanitary bases, shipping andhandling included.","$1,895.00",10.,Each,Steel Fixture MFG,Aluminum flat file,Hand tools,Tools and General Machinery,NET 45 DAYS,Parks & Recreation,Rough and finishing tools
340.,340_4,05-14-2013,2012-2013,NON-IT Goods,"$2,798.88",USD,Cantilevered Welded Frame w/3 Sprd,$233.24,12.,Each,Systems & Space Inc,Storage racks or shelves,Material handling machinery and equipment,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,NET 30 DAYS,Library,Shelving and storage
340.,340_8,05-06-2014,2013-2014,NON-IT Goods,"$7,128.00",USD,Uniform Boots,"$7,128.00",1.,Each,"Danner, Inc.",Mens boots,Footwear,Apparel and Luggage and Personal Care Products,NET 30 DAYS,Conservation Corps,Boots
344.,344_1,05-15-2013,2012-2013,NON-IT Services,"$36,118.00",USD,"Contractor shall provide all labor, materials, supplies, tools,  equipment, permits/licenses and transportation as necessary to provide  non-hazardous wet/dry garbage collection, removal and disposal  services for the California Department of Corrections and  Rehabilitation (CDCR) Sierra Conservation Center  (SCC), Growlersberg Conservation Camp (CC#33), located at 5440  Longview Lane, Georgetown, California 95634, and hereby referred to as Camp.","$36,118.00",1.,Each,Sierra Disposal Service,Garbage collection or destruction or processing or disposal,Refuse disposal and treatment,Industrial Cleaning Services,NET 45 DAYS,Corrections and Rehabilitation,Refuse collection and disposal
350.,350_1,05-16-2013,2012-2013,NON-IT Services,"$270,000.00",USD,Agreement to provide inmate labor on Caltrans Right of Way,"$270,000.00",1.,Each,California Department of Corrections and Rehabilitation (CDCR),Labor or general workers trade unions,Work related organizations,Organizations and Clubs,NET 30 DAYS,Transportation,Trade unions
352.,352_2,05-14-2015,2014-2015,NON-IT Goods,"$1,690.95",USD,"Debt Collection Practice in California, 2d Edition, Print        (BU32980)",$338.19,5.,Each,Unknown,Code book,Printed media,Published Products,NET 45 DAYS,Agricultural Labor Relations Board,Printed publications
352.,352_6,05-14-2015,2014-2015,NON-IT Goods,$710.95,USD,"CEB Action Guide: Handling Expert Witnesses in California Courts, Print        (CP11083)",$142.19,5.,Each,Unknown,Code book,Printed media,Published Products,NET 45 DAYS,Agricultural Labor Relations Board,Printed publications
352.,352_10,05-06-2014,2013-2014,NON-IT Goods,$728.00,USD,subscription renewal,$728.00,1.,Each,Los Angeles Times,Newspapers,Printed media,Published Products,NET 45 DAYS,Pesticide Regulation,Printed publications
354.,354_2,05-16-2013,2012-2013,NON-IT Goods,"$6,032.88",USD,gasoline and diesel fuel,"$6,032.88",1.,Each,Falcon Fuels Inc,Diesel fuel,Fuels,Fuels and Fuel Additives and Lubricants and Anti corrosive Materials,PCARD,Fish and Wildlife,Petroleum and distillates
357.,357_1,06-06-2014,2013-2014,IT Services,"$2,287.67",USD,"ArcGIS Online Level 1 Plan; Include Up to 5 Named Users and 2,500Service Credits","$2,287.67",1.,Each,JOHNNYS TREE SERVICE,Maintenance or support fees,Computer services,Engineering and Research and Technology Based Services,NET 45 DAYS,Public Health,Software maintenance and support
357.,357_5,06-06-2014,2013-2014,IT Services,"$2,287.67",USD,"ArcGIS online Level 1 Plan; Includes Up to 5 Named Users and 2,500Service Credits","$2,287.67",1.,Each,JOHNNYS TREE SERVICE,Maintenance or support fees,Computer services,Engineering and Research and Technology Based Services,NET 45 DAYS,Public Health,Software maintenance and support
359.,359_1,05-14-2015,2014-2015,NON-IT Services,"$2,640.00",USD,Portable Toilet Services,"$2,640.00",1.,Each,"UNITED SITE SERVICES OF CALIFORNIA, INC",Portable toilet rental service,Real estate services,Management and Business Professionals and Administrative Services,NET 60 DAYS,Parks & Recreation,Lease and rental of property or building
360.,360_2,05-22-2013,2012-2013,IT Services,"$16,250.00",USD,Citrix Xendestop Premier Software Support Renewal,"$16,250.00",1.,Each,"Citrix Systems, Inc.",Access software,Software,Information Technology Broadcasting and Telecommunications,NET 30 DAYS,Social Services,Networking software
360.,360_6,05-28-2015,2014-2015,NON-IT Goods,$-,USD,"Summary of California Law, 10th (Witkin Library), Book-Softbound (Full Set)",$-,6.,Each,J L HACKLER CONSTRUCTION,Law book,Printed media,Published Products,NET 30 DAYS,Agricultural Labor Relations Board,Printed publications
360.,360_10,05-28-2015,2014-2015,NON-IT Goods,$-,USD,"Civil Trials and Evidence (The Rutter Group California Practice Guide),Binder/Looseleaf (Full Set)",$-,9.,Each,J L HACKLER CONSTRUCTION,Law book,Printed media,Published Products,NET 30 DAYS,Agricultural Labor Relations Board,Printed publications
360.,360_14,05-28-2015,2014-2015,NON-IT Goods,$-,USD,"California Procedure, 5th (Witkin Library), Book Hardbound (Full Set)",$-,5.,Each,J L HACKLER CONSTRUCTION,Law book,Printed media,Published Products,NET 30 DAYS,Agricultural Labor Relations Board,Printed publications
361.,361_2,10-06-2014,2013-2014,NON-IT Goods,"$24,115.00",USD,Pass QB fog seal,$689.00,35.,Each,West Coast Materials LLC,Sealers,Paints and primers and finishes,Manufacturing Components and Supplies,NET 45 DAYS,Transportation,Miscellaneous finishes
362.,362_2,10-06-2014,2013-2014,IT Goods,"$40,236.00",USD,LICENSE:  IBM Lotus Domino Enterprise Server Processor Value Unit(PVU) SW Subscription & Support Renewal,$9.58,4200.,Each,"Dataskill, Inc.",Computer software licensing service,Computer services,Engineering and Research and Technology Based Services,NET 30 DAYS,Social Services,Computer software licensing rental or leasing service
363.,363_2,10-06-2014,2013-2014,IT Goods,"$2,282.00",USD,TONER:  Canon PGI-35,$22.82,100.,Each,Technology Integration Group,,,,NET 15 DAYS,Social Services,
364.,364_1,07-25-2013,2013-2014,NON-IT Goods,"$24,205.22",USD,"Electric EMS Cart, 2-3 Passenger with Gurney Deck (41-16)","$12,102.61",2.,Each,Ethical Approach Inc,Utility service vehicles,Mining and quarrying machinery and equipment,Mining and Well Drilling Machinery and Accessories,NET 60 DAYS,Corrections and Rehabilitation,Underground mining service vehicles
364.,364_5,07-25-2013,2013-2014,NON-IT Goods,"$25,189.86",USD,"Electric Passenger Cart, 4 Passenger,Enclosed,4 door.(41-15D)","$12,594.93",2.,Each,Ethical Approach Inc,Utility service vehicles,Mining and quarrying machinery and equipment,Mining and Well Drilling Machinery and Accessories,NET 60 DAYS,Corrections and Rehabilitation,Underground mining service vehicles
1.,1_4,03-25-2013,2012-2013,NON-IT Goods,$266.67,USD,Connectors,$266.67,1.,Each,"Better Presentation Systems, Inc.",Single phase motor AC,Power sources,Power Generation and Distribution Machinery and Accessories,NET 45 DAYS,Parks & Recreation,Electric alternating current AC motors
1.,1_9,03-25-2013,2012-2013,NON-IT Goods,$101.47,USD,Front door,$101.47,1.,Each,"Better Presentation Systems, Inc.",Rack systems for rack mount electronic equipment,Material handling machinery and equipment,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,NET 45 DAYS,Parks & Recreation,Shelving and storage
1.,1_15,03-25-2013,2012-2013,NON-IT Goods,$793.33,USD,Control Processor,$793.33,1.,Each,"Better Presentation Systems, Inc.",Wall mount bracket,Hardware,Manufacturing Components and Supplies,NET 45 DAYS,Parks & Recreation,Brackets and braces
1.,1_20,03-25-2013,2012-2013,NON-IT Goods,$100.00,USD,Cables,$100.00,1.,Each,"Better Presentation Systems, Inc.",Rack systems for rack mount electronic equipment,Material handling machinery and equipment,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,NET 45 DAYS,Parks & Recreation,Shelving and storage
1.,1_25,03-25-2013,2012-2013,NON-IT Goods,$80.00,USD,Single HDMI,$80.00,1.,Each,"Better Presentation Systems, Inc.",Single phase motor AC,Power sources,Power Generation and Distribution Machinery and Accessories,NET 45 DAYS,Parks & Recreation,Electric alternating current AC motors
3.,3_1,03-25-2013,2012-2013,NON-IT Goods,"$19,950.00",USD,Dry Fish Food,"$19,950.00",1.,Each,"Nelson & Sons, Inc",Fish food pellets,Animal feed,Live Plant and Animal Material and Accessories and Supplies,NET 60 DAYS,Fish and Wildlife,Fish food
4.,4_5,03-26-2014,2013-2014,IT Services,"$176,788.80",USD,Task 2 - CIAS Implementation (FY 13/14),"$176,788.80",1.,Each,PALANTIR TECHNOLOGY INC,Data base management system software,Software,Information Technology Broadcasting and Telecommunications,Unspecified,Corrections and Rehabilitation,Data management and query software
5.,5_2,03-25-2014,2013-2014,NON-IT Goods,$257.60,USD,Antifatigue mat,$128.80,2.,Each,Grainger Industrial Supply,Shower head,Plumbing fixtures,Structures and Building and Construction and Manufacturing Components and Supplies,NET 45 DAYS,Fish and Wildlife,"Faucet and shower heads, jets and parts and accessories"
5.,5_8,03-25-2014,2013-2014,NON-IT Goods,$73.92,USD,Adjustable Hydrant Wrench,$24.64,3.,Each,Grainger Industrial Supply,Adjustable wrenches,Hand tools,Tools and General Machinery,NET 45 DAYS,Fish and Wildlife,Wrenches and drivers
5.,5_13,03-25-2014,2013-2014,NON-IT Goods,$3.44,USD,Nipple,$1.72,2.,Each,Grainger Industrial Supply,Polyolefin foam,Resins and rosins and other resin derived materials,Resin and Rosin and Rubber and Foam and Film and Elastomeric Materials,NET 45 DAYS,Fish and Wildlife,Foams
5.,5_18,03-25-2014,2013-2014,NON-IT Goods,$200.34,USD,"Oil, Diesel Engine",$33.39,6.,Each,Grainger Industrial Supply,Polyolefin foam,Resins and rosins and other resin derived materials,Resin and Rosin and Rubber and Foam and Film and Elastomeric Materials,NET 45 DAYS,Fish and Wildlife,Foams
5.,5_24,03-25-2014,2013-2014,NON-IT Goods,$89.90,USD,Bar/ Chain Oil,$17.98,5.,Each,Grainger Industrial Supply,Wire mesh fabric or cloth,Fabrics and leather materials,Mineral and Textile and Inedible Plant and Animal Materials,NET 45 DAYS,Fish and Wildlife,Specialty fabrics or cloth
5.,5_29,03-25-2014,2013-2014,NON-IT Goods,"$1,351.80",USD,"Storage Tank, Horizontal","$1,351.80",1.,Each,Grainger Industrial Supply,Engine oil,Lubricants and oils and greases and anti corrosives,Fuels and Fuel Additives and Lubricants and Anti corrosive Materials,NET 45 DAYS,Fish and Wildlife,Lubricating preparations
5.,5_34,03-25-2014,2013-2014,NON-IT Goods,$3.12,USD,"Tee, 1 in, Slip, PVC",$1.04,3.,Each,Grainger Industrial Supply,PVC plastic pipe tee,Pipe piping and pipe fittings,Distribution and Conditioning Systems and Equipment and Components,NET 45 DAYS,Fish and Wildlife,Pipe tees
5.,5_40,03-25-2014,2013-2014,NON-IT Goods,$23.93,USD,adapter block,$23.93,1.,Each,Grainger Industrial Supply,Fiber optic adapter,Data Voice or Multimedia Network Equipment or Platforms and Accessories,Information Technology Broadcasting and Telecommunications,NET 45 DAYS,Fish and Wildlife,Datacom and network connectivity installation devices and equipment
